Code,Region,Gender,AgeGroup,Number,Population,CI_Proportion_Lower,CI_Proportion_Upper,Proportion (%),Risk_Factor
PHN601,TASMANIA,Males,18–54,26193.5378863941,115116.0,18.2,27.3,22.75,High blood pressure
PHN601,TASMANIA,Males,55–74,24991.3861889418,64858.4909174691,33.1,44.0,38.53,High blood pressure
PHN601,TASMANIA,Males,75+,,,43.2,47.4,,High blood pressure
PHN601,TASMANIA,Persons,18–54,43563.1617035352,232839.0,16.0,21.4,18.71,High blood pressure
PHN601,TASMANIA,Persons,55–74,48604.2566176393,133739.979860967,32.3,40.4,36.34,High blood pressure
PHN601,TASMANIA,Persons,75+,16297.3641030711,34845.020139033,38.2,55.4,46.77,High blood pressure
PHN701,NORTHERN TERRITORY,Females,18–54,3216.82822305317,49166.0000000001,4.1,9.0,6.54,High blood pressure
PHN701,NORTHERN TERRITORY,Females,55–74,2998.05491759848,14339.6731829762,14.2,27.6,20.91,High blood pressure
PHN701,NORTHERN TERRITORY,Females,75+,,,30.3,39.4,,High blood pressure
PHN701,NORTHERN TERRITORY,Males,18–54,9954.99736416712,50052.0000000002,15.5,24.3,19.89,High blood pressure
PHN701,NORTHERN TERRITORY,Males,55–74,4458.47018701096,16496.5021989839,19.6,34.4,27.03,High blood pressure
PHN701,NORTHERN TERRITORY,Males,75+,,,32.1,41.4,,High blood pressure
PHN701,NORTHERN TERRITORY,Persons,18–54,13171.8255872203,99218.0000000001,10.9,15.6,13.28,High blood pressure
PHN701,NORTHERN TERRITORY,Persons,55–74,7456.52510460944,30836.1753819601,18.9,29.4,24.18,High blood pressure
PHN701,NORTHERN TERRITORY,Persons,75+,,,31.5,40.2,,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,18–54,12916.2229109106,110702.0,8.1,15.2,11.67,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,55–74,11725.6608984512,37214.0431957152,24.5,38.6,31.51,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,75+,,,39.9,44.4,,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,18–54,14312.98504221,107814.0,9.9,16.6,13.28,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,55–74,13867.3617990598,34917.2683935353,29.2,50.2,39.71,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,75+,,,41.5,46.2,,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,18–54,27229.2079531206,218516.0,10.2,14.7,12.46,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,55–74,25593.022697511,72131.3115892504,29.3,41.7,35.48,High blood pressure
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,75+,,,40.8,45.1,,High blood pressure
