Code,Region,Gender,AgeGroup,Number,Population,CI_Proportion_Lower,CI_Proportion_Upper,Proportion (%),Risk_Factor
PHN501,PERTH NORTH,Persons,55–74,127224.9,198474.1,62.2,66.0,64.1,Insufficient Physical Activity
PHN501,PERTH NORTH,Persons,75+,43020.65,55508.3,75.3,79.7,77.5,Insufficient Physical Activity
PHN502,PERTH SOUTH,Females,18–54,159758.4,251941.3,61.8,65.0,63.41,Insufficient Physical Activity
PHN502,PERTH SOUTH,Females,55–74,61916.68,93981.94,63.8,67.9,65.88,Insufficient Physical Activity
PHN502,PERTH SOUTH,Females,75+,24494.27,29557.69,80.4,85.3,82.87,Insufficient Physical Activity
PHN502,PERTH SOUTH,Males,18–54,162989.9,253253.1,62.8,66.0,64.36,Insufficient Physical Activity
PHN502,PERTH SOUTH,Males,55–74,60588.4,89225.22,66.1,69.7,67.9,Insufficient Physical Activity
PHN502,PERTH SOUTH,Males,75+,18159.52,24309.37,71.3,78.1,74.7,Insufficient Physical Activity
PHN502,PERTH SOUTH,Persons,18–54,322883.2,505194.4,62.3,65.5,63.91,Insufficient Physical Activity
PHN502,PERTH SOUTH,Persons,55–74,122543.0,183207.2,65.1,68.7,66.89,Insufficient Physical Activity
PHN502,PERTH SOUTH,Persons,75+,42636.4,53867.06,77.0,81.3,79.15,Insufficient Physical Activity
PHN503,COUNTRY WA,Females,18–54,70576.27,105778.0,64.7,68.8,66.72,Insufficient Physical Activity
PHN503,COUNTRY WA,Females,55–74,34689.3,50889.78,65.9,70.4,68.17,Insufficient Physical Activity
PHN503,COUNTRY WA,Females,75+,11622.48,13756.87,82.0,87.0,84.48,Insufficient Physical Activity
PHN503,COUNTRY WA,Males,18–54,69800.92,102066.1,66.4,70.4,68.39,Insufficient Physical Activity
PHN503,COUNTRY WA,Males,55–74,36103.02,51504.2,68.1,72.1,70.1,Insufficient Physical Activity
PHN503,COUNTRY WA,Males,75+,9385.508,12233.88,73.3,80.1,76.72,Insufficient Physical Activity
PHN503,COUNTRY WA,Persons,18–54,140424.5,207844.1,65.6,69.6,67.56,Insufficient Physical Activity
PHN503,COUNTRY WA,Persons,55–74,70825.57,102394.0,67.1,71.2,69.17,Insufficient Physical Activity
PHN503,COUNTRY WA,Persons,75+,21004.03,25990.74,78.6,83.1,80.81,Insufficient Physical Activity
PHN601,TASMANIA,Females,18–54,74163.8427592923,117723.0,57.8,68.2,63.0,Insufficient Physical Activity
PHN601,TASMANIA,Females,55–74,45236.4638720834,68881.4889434982,60.0,71.3,65.67,Insufficient Physical Activity
PHN601,TASMANIA,Females,75+,15401.7975315798,18327.5110565019,78.1,89.9,84.04,Insufficient Physical Activity
PHN601,TASMANIA,Males,18–54,75788.7922074204,115116.0,60.6,71.1,65.84,Insufficient Physical Activity
PHN601,TASMANIA,Males,55–74,40881.4703109243,64736.0236781819,57.3,69.0,63.15,Insufficient Physical Activity
PHN601,TASMANIA,Males,75+,,,73.0,79.3,,Insufficient Physical Activity
PHN601,TASMANIA,Persons,18–54,149952.634966713,232839.0,60.5,68.3,64.4,Insufficient Physical Activity
PHN601,TASMANIA,Persons,55–74,86117.9341830077,133617.51262168,59.9,69.0,64.45,Insufficient Physical Activity
PHN601,TASMANIA,Persons,75+,27476.092815929,34633.8840212611,73.7,84.9,79.33,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Females,18–54,33235.6272213199,49166.0000000001,62.4,72.8,67.6,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Females,55–74,9784.00972033254,14339.6731829762,58.6,77.9,68.23,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Females,75+,,,81.2,87.1,,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Males,18–54,30247.7806087881,50052.0000000002,53.6,67.3,60.43,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Males,55–74,10247.7477546028,16441.8374699272,53.7,70.9,62.33,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Males,75+,,,72.6,80.3,,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Persons,18–54,63483.407830108,99218.0000000001,59.6,68.3,63.98,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Persons,55–74,20031.7574749353,30781.5106529033,57.9,72.3,65.08,Insufficient Physical Activity
PHN701,NORTHERN TERRITORY,Persons,75+,3385.16040789249,3832.82461803986,78.2,98.4,88.32,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,18–54,60279.6630148746,109833.167370019,49.6,60.1,54.88,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,55–74,21095.9340724381,37094.8802607475,48.2,65.5,56.87,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Females,75+,,,76.1,82.0,,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,18–54,61396.1004309823,107523.317580776,50.8,63.4,57.1,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,55–74,,,58.5,62.9,,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Males,75+,,,64.4,72.3,,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,18–54,121675.763445857,217356.484950795,52.0,60.0,55.98,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,55–74,41891.3744395362,70958.4370866663,51.5,66.5,59.04,Insufficient Physical Activity
PHN801,AUSTRALIAN CAPITAL TERRITORY,Persons,75+,14826.2989110205,19688.3625408141,64.8,85.8,75.3,Insufficient Physical Activity
